"No.","Time","Source","Destination","Protocol","Length","Info"
"357","1.734605939","173.194.17.136","192.168.0.113","TCP","1486","443  >  40256 [ACK] Seq=60782 Ack=1666 Win=33536 Len=1420 TSval=561737166 TSecr=3833626524 [TCP segment of a reassembled PDU]"
"359","1.734996128","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=67666 Ack=1431 Win=32512 Len=1420 TSval=561737167 TSecr=3833626524 [TCP segment of a reassembled PDU]"
"361","1.735185826","173.194.17.136","192.168.0.113","TCP","1486","443  >  40256 [ACK] Seq=62202 Ack=1666 Win=33536 Len=1420 TSval=561737167 TSecr=3833626524 [TCP segment of a reassembled PDU]"
"363","1.737534341","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=69086 Ack=1431 Win=32512 Len=1420 TSval=561737167 TSecr=3833626524 [TCP segment of a reassembled PDU]"
"365","1.737900453","173.194.17.136","192.168.0.113","TCP","1486","443  >  40256 [ACK] Seq=63622 Ack=1666 Win=33536 Len=1420 TSval=561737167 TSecr=3833626524 [TCP segment of a reassembled PDU]"
"367","1.738569102","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"369","1.738743277","173.194.17.136","192.168.0.113","TCP","1486","443  >  40256 [ACK] Seq=65042 Ack=1666 Win=33536 Len=1420 TSval=561737168 TSecr=3833626524 [TCP segment of a reassembled PDU]"
"371","1.738934344","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=71926 Ack=1431 Win=32512 Len=1420 TSval=561737168 TSecr=3833626524 [TCP segment of a reassembled PDU]"
"373","1.739126115","173.194.17.136","192.168.0.113","TCP","1486","443  >  40256 [ACK] Seq=66462 Ack=1666 Win=33536 Len=1420 TSval=561737168 TSecr=3833626524 [TCP segment of a reassembled PDU]"
"375","1.744275526","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=73346 Ack=1431 Win=32512 Len=1420 TSval=561737169 TSecr=3833626524 [TCP segment of a reassembled PDU]"
"377","1.744457010","173.194.17.136","192.168.0.113","TCP","1486","443  >  40256 [ACK] Seq=67882 Ack=1666 Win=33536 Len=1420 TSval=561737169 TSecr=3833626524 [TCP segment of a reassembled PDU]"
"379","1.744648694","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=74766 Ack=1431 Win=32512 Len=1420 TSval=561737169 TSecr=3833626524 [TCP segment of a reassembled PDU]"
"381","1.745305801","173.194.17.136","192.168.0.113","TCP","1486","443  >  40256 [ACK] Seq=69302 Ack=1666 Win=33536 Len=1420 TSval=561737169 TSecr=3833626524 [TCP segment of a reassembled PDU]"
"383","1.745498049","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=76186 Ack=1431 Win=32512 Len=1420 TSval=561737171 TSecr=3833626524 [TCP segment of a reassembled PDU]"
"385","1.745689748","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"387","1.745883676","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=77606 Ack=1431 Win=32512 Len=1420 TSval=561737171 TSecr=3833626524 [TCP segment of a reassembled PDU]"
"389","1.748946614","173.194.17.136","192.168.0.113","TLSv1.2","973","Application Data"
"391","1.749112207","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=79026 Ack=1431 Win=32512 Len=1420 TSval=561737171 TSecr=3833626524 [TCP segment of a reassembled PDU]"
"393","1.749130213","172.217.0.78","192.168.0.113","TCP","66","443  >  50646 [ACK] Seq=56829 Ack=1221 Win=619 Len=0 TSval=2619602940 TSecr=2942977357"
"394","1.749316180","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=80446 Ack=1431 Win=32512 Len=1420 TSval=561737172 TSecr=3833626524 [TCP segment of a reassembled PDU]"
"396","1.749521236","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=81866 Ack=1431 Win=32512 Len=1420 TSval=561737172 TSecr=3833626524 [TCP segment of a reassembled PDU]"
"398","1.749702551","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=83286 Ack=1431 Win=32512 Len=1420 TSval=561737173 TSecr=3833626524 [TCP segment of a reassembled PDU]"
"400","1.749907702","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=84706 Ack=1431 Win=32512 Len=1420 TSval=561737173 TSecr=3833626524 [TCP segment of a reassembled PDU]"
"402","1.750092679","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=86126 Ack=1431 Win=32512 Len=1420 TSval=561737174 TSecr=3833626529 [TCP segment of a reassembled PDU]"
"404","1.750293514","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"406","1.750486716","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=88966 Ack=1431 Win=32512 Len=1420 TSval=561737174 TSecr=3833626529 [TCP segment of a reassembled PDU]"
"408","1.750675263","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=90386 Ack=1431 Win=32512 Len=1420 TSval=561737174 TSecr=3833626529 [TCP segment of a reassembled PDU]"
"410","1.750868273","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=91806 Ack=1431 Win=32512 Len=1420 TSval=561737174 TSecr=3833626529 [TCP segment of a reassembled PDU]"
"412","1.751056027","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=93226 Ack=1431 Win=32512 Len=1420 TSval=561737176 TSecr=3833626529 [TCP segment of a reassembled PDU]"
"414","1.751498405","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=94646 Ack=1431 Win=32512 Len=1420 TSval=561737176 TSecr=3833626529 [TCP segment of a reassembled PDU]"
"416","1.751675503","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=96066 Ack=1431 Win=32512 Len=1420 TSval=561737176 TSecr=3833626529 [TCP segment of a reassembled PDU]"
"418","1.751869365","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [PSH, ACK] Seq=97486 Ack=1431 Win=32512 Len=1420 TSval=561737178 TSecr=3833626529 [TCP segment of a reassembled PDU]"
"420","1.752061760","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=98906 Ack=1431 Win=32512 Len=1420 TSval=561737178 TSecr=3833626529 [TCP segment of a reassembled PDU]"
"422","1.752257774","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=100326 Ack=1431 Win=32512 Len=1420 TSval=561737178 TSecr=3833626529 [TCP segment of a reassembled PDU]"
"424","1.752447962","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=101746 Ack=1431 Win=32512 Len=1420 TSval=561737178 TSecr=3833626529 [TCP segment of a reassembled PDU]"
"426","1.752922121","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=103166 Ack=1431 Win=32512 Len=1420 TSval=561737179 TSecr=3833626537 [TCP segment of a reassembled PDU]"
"428","1.753619952","173.194.17.136","192.168.0.113","TLSv1.2","981","Application Data, Application Data"
"437","1.911073240","172.217.0.66","192.168.0.113","TCP","74","443  >  50262 [SYN, ACK] Seq=0 Ack=1 Win=42408 Len=0 MSS=1380 SACK_PERM=1 TSval=133932361 TSecr=1933427152 WS=256"
"443","1.942621814","172.217.0.66","192.168.0.113","TCP","66","443  >  50262 [ACK] Seq=1 Ack=208 Win=43520 Len=0 TSval=133932391 TSecr=1933427183"
"444","1.943579744","172.217.0.66","192.168.0.113","TLSv1.2","1484","Server Hello"
"446","1.943824266","172.217.0.66","192.168.0.113","TLSv1.2","1173","Certificate, Server Key Exchange, Server Hello Done"
"452","1.967113744","172.217.0.78","192.168.0.113","TCP","66","443  >  50646 [ACK] Seq=56829 Ack=1338 Win=619 Len=0 TSval=2619603211 TSecr=2942977620"
"453","1.967257187","172.217.0.78","192.168.0.113","TCP","66","443  >  50646 [ACK] Seq=56829 Ack=1455 Win=619 Len=0 TSval=2619603211 TSecr=2942977624"
"454","1.967546433","172.217.0.78","192.168.0.113","TCP","66","443  >  50646 [ACK] Seq=56829 Ack=1579 Win=619 Len=0 TSval=2619603211 TSecr=2942977631"
"455","1.967608033","172.217.0.78","192.168.0.113","TLSv1.2","292","Application Data"
"456","1.967802405","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data"
"458","1.969683930","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data"
"459","1.970072554","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data"
"461","1.970478013","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data"
"462","1.971001304","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data"
"464","1.971390846","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data"
"465","1.972458664","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data"
"467","1.972794053","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data"
"468","1.973349195","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data"
"470","1.974403366","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data"
"471","1.974986122","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data"
"473","1.975317912","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data"
"474","1.975851961","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data, Application Data, Application Data"
"477","1.976901497","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"478","1.977351142","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"480","1.977522410","172.217.0.66","192.168.0.113","TLSv1.2","350","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"481","1.977537449","172.217.0.66","192.168.0.113","TLSv1.2","135","Application Data"
"484","1.978198029","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"485","1.978592507","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"487","1.980292845","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"488","1.980592201","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"490","1.980972214","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"491","1.981459497","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"493","1.982417882","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"494","1.982978875","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"496","1.983871822","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"497","1.984274084","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"499","1.985267955","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"500","1.985585972","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"502","1.987175842","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"503","1.987590403","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"505","1.987812021","172.217.0.66","192.168.0.113","TLSv1.2","104","Application Data"
"506","1.988409471","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"507","1.988718223","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"509","1.989697221","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"510","1.990028334","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"512","1.994352971","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"513","1.994717700","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"515","1.995045713","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"516","1.995233523","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"518","1.995424859","172.217.0.66","192.168.0.113","TLSv1.2","486","Application Data"
"519","1.995440804","172.217.0.66","192.168.0.113","TLSv1.2","104","Application Data"
"520","1.995444760","172.217.0.66","192.168.0.113","TLSv1.2","112","Application Data"
"521","1.995574249","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"522","1.995770655","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"526","1.996884519","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"527","1.997208485","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"529","1.997637973","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"530","1.998291678","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"532","2.003425207","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"533","2.003718587","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"534","2.004365313","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data, Application Data, Application Data"
"535","2.004737982","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"536","2.006296877","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"538","2.006694920","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"539","2.008540489","172.217.0.78","192.168.0.113","TLSv1.2","792","Application Data"
"541","2.032268428","172.217.0.66","192.168.0.113","TCP","66","443  >  50262 [ACK] Seq=3421 Ack=1043 Win=45824 Len=0 TSval=133932482 TSecr=1933427249"
"546","2.313068951","172.217.0.78","192.168.0.113","TCP","66","443  >  50646 [ACK] Seq=127263 Ack=2128 Win=640 Len=0 TSval=2619603557 TSecr=2942977973"
"553","2.349258323","172.217.0.78","192.168.0.113","TLSv1.2","167","Application Data"
"554","2.349904731","172.217.0.78","192.168.0.113","TLSv1.2","1335","Application Data"
"555","2.350048202","172.217.0.78","192.168.0.113","TLSv1.2","104","Application Data"
"556","2.350221189","172.217.0.78","192.168.0.113","TLSv1.2","112","Application Data"
"559","2.358592274","172.217.0.78","192.168.0.113","TCP","66","443  >  50646 [ACK] Seq=128717 Ack=2585 Win=661 Len=0 TSval=2619603601 TSecr=2942978017"
"562","2.411273202","172.217.0.78","192.168.0.113","TCP","66","443  >  50646 [ACK] Seq=128717 Ack=2631 Win=661 Len=0 TSval=2619603617 TSecr=2942978034"
"565","2.462370202","172.217.0.78","192.168.0.113","TCP","66","443  >  50646 [ACK] Seq=128717 Ack=2923 Win=672 Len=0 TSval=2619603707 TSecr=2942978105"
"566","2.462554643","172.217.0.78","192.168.0.113","TCP","66","443  >  50646 [ACK] Seq=128717 Ack=2965 Win=672 Len=0 TSval=2619603707 TSecr=2942978108"
"567","2.495863201","172.217.0.78","192.168.0.113","TLSv1.2","160","Application Data"
"573","2.556362453","172.217.0.78","192.168.0.113","TCP","66","443  >  50646 [ACK] Seq=128811 Ack=3011 Win=672 Len=0 TSval=2619603762 TSecr=2942978179"
"579","2.582454160","172.217.0.78","192.168.0.113","TCP","66","443  >  50646 [ACK] Seq=128811 Ack=3111 Win=672 Len=0 TSval=2619603827 TSecr=2942978242"
"582","2.583154535","172.217.0.78","192.168.0.113","TLSv1.2","235","Application Data"
"584","2.584131236","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data"
"586","2.584501409","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data"
"587","2.585029792","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data"
"589","2.586178285","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data"
"590","2.586609219","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data"
"592","2.586771230","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data"
"593","2.587114162","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data"
"595","2.587201085","172.217.0.78","192.168.0.113","TLSv1.2","742","Application Data, Application Data"
"623","2.665692837","172.217.0.78","192.168.0.113","TCP","66","443  >  50646 [ACK] Seq=139582 Ack=3157 Win=672 Len=0 TSval=2619603867 TSecr=2942978280"
"641","2.714558304","172.217.0.78","192.168.0.113","TCP","66","443  >  50646 [ACK] Seq=139582 Ack=3566 Win=683 Len=0 TSval=2619603958 TSecr=2942978377"
"671","2.843375560","172.217.0.78","192.168.0.113","TCP","66","443  >  50646 [ACK] Seq=139582 Ack=4334 Win=693 Len=0 TSval=2619604088 TSecr=2942978504"
"672","2.847372444","172.217.0.78","192.168.0.113","TLSv1.2","251","Application Data"
"673","2.847532864","172.217.0.78","192.168.0.113","TLSv1.2","184","Application Data, Application Data"
"674","2.847729317","172.217.0.78","192.168.0.113","TLSv1.2","112","Application Data"
"678","2.911635626","172.217.0.78","192.168.0.113","TLSv1.2","181","Application Data"
"679","2.912158763","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data"
"681","2.912528564","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data"
"682","2.913030960","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data"
"684","2.913653119","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data"
"685","2.914123259","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data"
"687","2.915096585","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data"
"688","2.915815325","172.217.0.78","192.168.0.113","TLSv1.2","1484","Application Data"
"690","2.916287066","172.217.0.78","192.168.0.113","TLSv1.2","1189","Application Data, Application Data, Application Data"
"698","2.977662881","172.217.0.78","192.168.0.113","TCP","66","443  >  50646 [ACK] Seq=151095 Ack=4426 Win=693 Len=0 TSval=2619604182 TSecr=2942978600"
"703","3.012278025","172.217.0.78","192.168.0.113","TCP","66","443  >  50646 [ACK] Seq=151095 Ack=5142 Win=704 Len=0 TSval=2619604257 TSecr=2942978670"
"704","3.012407755","172.217.0.78","192.168.0.113","TCP","66","443  >  50646 [ACK] Seq=151095 Ack=5180 Win=704 Len=0 TSval=2619604257 TSecr=2942978670"
"705","3.014557236","172.217.0.78","192.168.0.113","TLSv1.2","143","Application Data"
"706","3.014739312","172.217.0.78","192.168.0.113","TLSv1.2","104","Application Data"
"707","3.014747720","172.217.0.78","192.168.0.113","TLSv1.2","112","Application Data"
"725","3.054492096","173.194.147.235","192.168.0.113","TCP","74","443  >  52950 [SYN, ACK] Seq=0 Ack=1 Win=28400 Len=0 MSS=1432 SACK_PERM=1 TSval=1132156128 TSecr=1594341179 WS=256"
